service_date,day_type,bus,rail_boardings,total_rides
2007-03-12,Weekday,1009154,613447,1622601
2007-03-13,Weekday,1053169,648460,1701629
2007-03-14,Weekday,1010219,631196,1641415
2007-03-15,Weekday,1011742,635295,1647037
2007-03-16,Weekday,1019835,638871,1658706
2007-03-17,Saturday,622487,432315,1054802
2007-03-18,Sunday/Holiday,420366,236110,656476
2007-03-19,Weekday,1007874,607303,1615177
2007-03-20,Weekday,1031451,620644,1652095
2007-03-21,Weekday,970928,596843,1567771
2007-03-22,Weekday,1025487,620409,1645896
2007-03-23,Weekday,997803,601679,1599482
2007-03-24,Saturday,619377,326859,946236
2007-03-25,Sunday/Holiday,442112,267216,709328
2007-03-26,Weekday,1011806,604279,1616085
2007-03-27,Weekday,1010067,606509,1616576
2007-03-28,Weekday,981180,608639,1589819
2007-03-29,Weekday,1014456,626073,1640529
2007-03-30,Weekday,1037493,621496,1658989
2007-03-31,Saturday,608037,323073,931110
2007-04-01,Sunday/Holiday,425595,222200,647795
2007-04-02,Weekday,936869,574727,1511596
2007-04-03,Weekday,932688,564461,1497149
2007-04-04,Weekday,874823,565985,1440808
2007-04-05,Weekday,892666,577450,1470116
2007-04-06,Weekday,822387,508529,1330916
2007-04-07,Saturday,547926,279962,827888
2007-04-08,Sunday/Holiday,374365,189557,563922
2007-04-09,Weekday,1002171,601020,1603191
2007-04-10,Weekday,1048978,629888,1678866
2007-04-11,Weekday,921761,585857,1507618
2007-04-12,Weekday,1015749,617734,1633483
2007-04-13,Weekday,946466,621763,1568229
2007-04-14,Saturday,619468,349162,968630
2007-04-15,Sunday/Holiday,447385,250988,698373
2007-04-16,Weekday,1057373,622244,1679617
2007-04-17,Weekday,1058244,631795,1690039
2007-04-18,Weekday,1030970,617779,1648749
2007-04-19,Weekday,987896,617546,1605442
2007-04-20,Weekday,1049980,647296,1697276
2007-04-21,Saturday,672236,371504,1043740
2007-04-22,Sunday/Holiday,474187,271708,745895
2007-04-23,Weekday,1021947,617017,1638964
2007-04-24,Weekday,1054294,631249,1685543
2007-04-25,Weekday,927830,604311,1532141
2007-04-26,Weekday,954930,604957,1559887
2007-04-27,Weekday,1017433,617985,1635418
2007-04-28,Saturday,657645,320088,977733
2007-04-29,Sunday/Holiday,467869,237595,705464
2007-04-30,Weekday,1030435,599953,1630388
2007-05-01,Weekday,1096741,680365,1777106
2007-05-02,Weekday,1067338,617675,1685013
2007-05-03,Weekday,1102282,631926,1734208
2007-05-04,Weekday,1081903,642564,1724467
2007-05-05,Saturday,664729,360852,1025581
2007-05-06,Sunday/Holiday,470694,266988,737682
2007-05-07,Weekday,1059535,610376,1669911
2007-05-08,Weekday,1079400,648555,1727955
2007-05-09,Weekday,1061512,645132,1706644
2007-05-10,Weekday,1065947,654856,1720803
2007-05-11,Weekday,1050841,668098,1718939
2007-05-12,Saturday,660001,329029,989030
2007-05-13,Sunday/Holiday,446076,224489,670565
2007-05-14,Weekday,1017451,586905,1604356
2007-05-15,Weekday,999166,604844,1604010
2007-05-16,Weekday,1028004,625297,1653301
2007-05-17,Weekday,1043033,627116,1670149
2007-05-18,Weekday,1044582,643462,1688044
2007-05-19,Saturday,684079,343947,1028026
2007-05-20,Sunday/Holiday,422463,233007,655470
2007-05-21,Weekday,1039954,614276,1654230
2007-05-22,Weekday,1044661,627087,1671748
2007-05-23,Weekday,1028065,623366,1651431
2007-05-24,Weekday,1009067,617536,1626603
2007-05-25,Weekday,995233,611019,1606252
2007-05-26,Saturday,556682,307727,864409
2007-05-27,Sunday/Holiday,451833,270636,722469
2007-05-28,Sunday/Holiday,415256,254935,670191
2007-05-29,Weekday,1024735,622662,1647397
2007-05-30,Weekday,1055384,637763,1693147
2007-05-31,Weekday,997007,612977,1609984
2007-06-01,Weekday,1079848,654251,1734099
2007-06-02,Saturday,680844,367035,1047879
2007-06-03,Sunday/Holiday,461358,263646,725004
2007-06-04,Weekday,988557,611310,1599867
2007-06-05,Weekday,1067413,643474,1710887
2007-06-06,Weekday,1047624,641107,1688731
2007-06-07,Weekday,1041490,656169,1697659
2007-06-08,Weekday,1025937,653397,1679334
2007-06-09,Saturday,661835,402393,1064228
2007-06-10,Sunday/Holiday,466294,291979,758273
2007-06-11,Weekday,1000007,645161,1645168
2007-06-12,Weekday,1015390,660899,1676289
2007-06-13,Weekday,955467,654913,1610380
2007-06-14,Weekday,944081,653008,1597089
2007-06-15,Weekday,1018966,670995,1689961
2007-06-16,Saturday,633038,363871,996909
2007-06-17,Sunday/Holiday,464411,257682,722093
2007-06-18,Weekday,898272,590320,1488592
2007-06-19,Weekday,954392,618913,1573305
2007-06-20,Weekday,952574,625805,1578379
2007-06-21,Weekday,941671,626907,1568578
2007-06-22,Weekday,915690,623048,1538738
2007-06-23,Saturday,576598,336644,913242
2007-06-24,Sunday/Holiday,451145,346881,798026
2007-06-25,Weekday,922491,619299,1541790
2007-06-26,Weekday,887917,623390,1511307
2007-06-27,Weekday,905210,627568,1532778
2007-06-28,Weekday,927302,620611,1547913
2007-06-29,Weekday,968906,708650,1677556
2007-06-30,Saturday,680629,447188,1127817
2007-07-01,Sunday/Holiday,495101,354648,849749
2007-07-02,Weekday,955129,644079,1599208
2007-07-03,Weekday,1048504,848262,1896766
2007-07-04,Sunday/Holiday,486961,349716,836677
2007-07-05,Weekday,933153,655871,1589024
2007-07-06,Weekday,956208,696508,1652716
2007-07-07,Saturday,640418,398525,1038943
2007-07-08,Sunday/Holiday,443791,287948,731739
2007-07-09,Weekday,896820,587889,1484709
2007-07-10,Weekday,939774,610001,1549775
2007-07-11,Weekday,973860,629790,1603650
2007-07-12,Weekday,962640,631002,1593642
2007-07-13,Weekday,956346,676306,1632652
2007-07-14,Saturday,687968,383132,1071100
2007-07-15,Sunday/Holiday,489228,289728,778956
2007-07-16,Weekday,939642,627282,1566924
2007-07-17,Weekday,945057,637429,1582486
2007-07-18,Weekday,939708,654848,1594556
2007-07-19,Weekday,935717,648112,1583829
2007-07-20,Weekday,959207,655992,1615199
2007-07-21,Saturday,685445,366356,1051801
2007-07-22,Sunday/Holiday,480317,266827,747144
2007-07-23,Weekday,937452,613805,1551257
2007-07-24,Weekday,935763,624166,1559929
2007-07-25,Weekday,939278,626658,1565936
2007-07-26,Weekday,919288,624338,1543626
2007-07-27,Weekday,923332,625772,1549104
2007-07-28,Saturday,641760,380163,1021923
2007-07-29,Sunday/Holiday,457951,272684,730635
2007-07-30,Weekday,917757,620439,1538196
2007-07-31,Weekday,946285,637331,1583616
2007-08-01,Weekday,974958,643448,1618406
2007-08-02,Weekday,944912,650901,1595813
2007-08-03,Weekday,976842,692273,1669115
2007-08-04,Saturday,646378,422115,1068493
2007-08-05,Sunday/Holiday,457228,332786,790014
2007-08-06,Weekday,908881,591244,1500125
2007-08-07,Weekday,930259,609984,1540243
2007-08-08,Weekday,911127,598593,1509720
2007-08-09,Weekday,921233,610768,1532001
2007-08-10,Weekday,942284,617817,1560101
2007-08-11,Saturday,710009,379200,1089209
2007-08-12,Sunday/Holiday,472709,262521,735230
2007-08-13,Weekday,901029,574616,1475645
2007-08-14,Weekday,905711,605080,1510791
2007-08-15,Weekday,906121,603458,1509579
2007-08-16,Weekday,910468,620464,1530932
2007-08-17,Weekday,940525,629675,1570200
2007-08-18,Saturday,613516,367895,981411
2007-08-19,Sunday/Holiday,384648,241159,625807
2007-08-20,Weekday,869663,597026,1466689
2007-08-21,Weekday,927597,600468,1528065
2007-08-22,Weekday,929593,601469,1531062
2007-08-23,Weekday,848806,578731,1427537
2007-08-24,Weekday,886880,605153,1492033
2007-08-25,Saturday,660678,362365,1023043
2007-08-26,Sunday/Holiday,491356,274617,765973
2007-08-27,Weekday,952232,609440,1561672
2007-08-28,Weekday,986289,648482,1634771
2007-08-29,Weekday,961627,640436,1602063
2007-08-30,Weekday,968474,666661,1635135
2007-08-31,Weekday,1012720,674373,1687093
2007-09-01,Saturday,697334,412998,1110332
2007-09-02,Sunday/Holiday,506887,328760,835647
2007-09-03,Sunday/Holiday,461629,275023,736652
2007-09-04,Weekday,1096027,666200,1762227
2007-09-05,Weekday,1097897,689499,1787396
2007-09-06,Weekday,1068817,689347,1758164
2007-09-07,Weekday,1043967,668804,1712771
2007-09-08,Saturday,700510,374022,1074532
2007-09-09,Sunday/Holiday,484803,266371,751174
2007-09-10,Weekday,1072218,676612,1748830
2007-09-11,Weekday,1108582,679973,1788555
2007-09-12,Weekday,1090043,680733,1770776
2007-09-13,Weekday,1073415,664991,1738406
2007-09-14,Weekday,1070397,669129,1739526
2007-09-15,Saturday,642789,378741,1021530
2007-09-16,Sunday/Holiday,455579,272814,728393
2007-09-17,Weekday,1080112,675627,1755739
2007-09-18,Weekday,1104193,689330,1793523
2007-09-19,Weekday,1098945,692726,1791671
2007-09-20,Weekday,1085299,682588,1767887
2007-09-21,Weekday,1077275,697999,1775274
2007-09-22,Saturday,678534,361587,1040121
2007-09-23,Sunday/Holiday,481232,269325,750557
2007-09-24,Weekday,1065887,649262,1715149
2007-09-25,Weekday,1064946,664976,1729922
2007-09-26,Weekday,1009515,660197,1669712
2007-09-27,Weekday,1093222,675936,1769158
2007-09-28,Weekday,1080223,680820,1761043
2007-09-29,Saturday,678705,358750,1037455
2007-09-30,Sunday/Holiday,463947,239074,703021
2007-10-01,Weekday,1088750,652510,1741260
2007-10-02,Weekday,1129578,669817,1799395
2007-10-03,Weekday,1141300,678734,1820034
2007-10-04,Weekday,1121496,682778,1804274
2007-10-05,Weekday,1108038,681736,1789774
2007-10-06,Saturday,693470,430713,1124183
2007-10-07,Sunday/Holiday,450253,394647,844900
2007-10-08,Weekday,857090,563619,1420709
2007-10-09,Weekday,1119151,673318,1792469
2007-10-10,Weekday,1075443,666054,1741497
2007-10-11,Weekday,1080412,674960,1755372
2007-10-12,Weekday,1081900,669582,1751482
2007-10-13,Saturday,657864,338481,996345
2007-10-14,Sunday/Holiday,452914,234730,687644
2007-10-15,Weekday,1087003,651751,1738754
2007-10-16,Weekday,1084935,664961,1749896
2007-10-17,Weekday,1096384,668523,1764907
2007-10-18,Weekday,1056395,666975,1723370
2007-10-19,Weekday,974134,654836,1628970
2007-10-20,Saturday,731918,352442,1084360
2007-10-21,Sunday/Holiday,499779,243884,743663
2007-10-22,Weekday,1056369,648233,1704602
2007-10-23,Weekday,1088752,662913,1751665
2007-10-24,Weekday,1080803,662981,1743784
2007-10-25,Weekday,1072949,672155,1745104
2007-10-26,Weekday,1061706,659354,1721060
2007-10-27,Saturday,678861,330492,1009353
2007-10-28,Sunday/Holiday,472765,233248,706013
2007-10-29,Weekday,1049394,639837,1689231
2007-10-30,Weekday,1088015,654838,1742853
2007-10-31,Weekday,1036100,646598,1682698
2007-11-01,Weekday,1102515,662120,1764635
2007-11-02,Weekday,1019370,640204,1659574
2007-11-03,Saturday,718550,331447,1049997
2007-11-04,Sunday/Holiday,491005,224395,715400
2007-11-05,Weekday,1074116,645467,1719583
2007-11-06,Weekday,1063193,655389,1718582
2007-11-07,Weekday,1010629,643227,1653856
2007-11-08,Weekday,1058758,663386,1722144
2007-11-09,Weekday,1038131,658500,1696631
2007-11-10,Saturday,699360,323757,1023117
2007-11-11,Sunday/Holiday,462568,216467,679035
2007-11-12,Weekday,843086,551847,1394933
2007-11-13,Weekday,1095253,660671,1755924
2007-11-14,Weekday,1073985,652294,1726279
2007-11-15,Weekday,1056246,653620,1709866
2007-11-16,Weekday,1063833,645494,1709327
2007-11-17,Saturday,651609,373784,1025393
2007-11-18,Sunday/Holiday,451689,224895,676584
2007-11-19,Weekday,1045626,628079,1673705
2007-11-20,Weekday,1055688,638081,1693769
2007-11-21,Weekday,933046,578739,1511785
2007-11-22,Sunday/Holiday,294447,157890,452337
2007-11-23,Weekday,619195,356064,975259
2007-11-24,Saturday,541464,285732,827196
2007-11-25,Sunday/Holiday,396237,221021,617258
2007-11-26,Weekday,1009519,612439,1621958
2007-11-27,Weekday,1044685,629784,1674469
2007-11-28,Weekday,1030447,627268,1657715
2007-11-29,Weekday,1015386,625742,1641128
2007-11-30,Weekday,1064598,631624,1696222
2007-12-01,Saturday,606838,307004,913842
2007-12-02,Sunday/Holiday,423280,219797,643077
2007-12-03,Weekday,1064265,605852,1670117
2007-12-04,Weekday,1082140,625524,1707664
2007-12-05,Weekday,1024462,623607,1648069
2007-12-06,Weekday,1029586,619960,1649546
2007-12-07,Weekday,956775,609732,1566507
2007-12-08,Saturday,636461,326501,962962
2007-12-09,Sunday/Holiday,423634,215699,639333
2007-12-10,Weekday,1036018,597674,1633692
2007-12-11,Weekday,1002470,605203,1607673
2007-12-12,Weekday,1051962,615293,1667255
2007-12-13,Weekday,1039827,615948,1655775
2007-12-14,Weekday,1045488,611182,1656670
2007-12-15,Saturday,606795,316867,923662
2007-12-16,Sunday/Holiday,412777,215055,627832
2007-12-17,Weekday,968005,564404,1532409
2007-12-18,Weekday,1009642,582487,1592129
2007-12-19,Weekday,1027855,587683,1615538
2007-12-20,Weekday,1016117,578637,1594754
2007-12-21,Weekday,1014168,563789,1577957
2007-12-22,Saturday,613180,290854,904034
2007-12-23,Sunday/Holiday,347895,184560,532455
2007-12-24,Weekday,531176,252649,783825
2007-12-25,Sunday/Holiday,249699,111582,361281
2007-12-26,Weekday,707668,399662,1107330
2007-12-27,Weekday,773602,462843,1236445
2007-12-28,Weekday,747807,463830,1211637
2007-12-29,Saturday,546998,277819,824817
2007-12-30,Sunday/Holiday,412003,232213,644216
2007-12-31,Weekday,669463,405727,1075190
2008-01-01,Sunday/Holiday,295571,174243,469814
2008-01-02,Weekday,699149,471241,1170390
2008-01-03,Weekday,783950,517492,1301442
2008-01-04,Weekday,851632,537002,1388634
2008-01-05,Saturday,568839,280264,849103
2008-01-06,Sunday/Holiday,415385,207391,622776
2008-01-07,Weekday,988485,588092,1576577
2008-01-08,Weekday,990597,592632,1583229
2008-01-09,Weekday,1023189,604515,1627704
2008-01-10,Weekday,998489,602398,1600887
2008-01-11,Weekday,1022368,602428,1624796
2008-01-12,Saturday,604388,299546,903934
2008-01-13,Sunday/Holiday,391645,202380,594025
2008-01-14,Weekday,996258,607357,1603615
2008-01-15,Weekday,1013209,616432,1629641
2008-01-16,Weekday,1041939,626138,1668077
2008-01-17,Weekday,998608,619823,1618431
2008-01-18,Weekday,959859,585432,1545291
2008-01-19,Saturday,414819,231306,646125
2008-01-20,Sunday/Holiday,291354,168692,460046
2008-01-21,Weekday,611887,382753,994640
2008-01-22,Weekday,992432,615285,1607717
2008-01-23,Weekday,974052,605979,1580031
2008-01-24,Weekday,910998,588279,1499277
2008-01-25,Weekday,859813,565226,1425039
2008-01-26,Saturday,572085,293979,866064
2008-01-27,Sunday/Holiday,413581,213177,626758
2008-01-28,Weekday,1025845,623259,1649104
2008-01-29,Weekday,1011729,627428,1639157
2008-01-30,Weekday,882014,580657,1462671
2008-01-31,Weekday,961357,626504,1587861
2008-02-01,Weekday,911151,593534,1504685
2008-02-02,Saturday,627807,320544,948351
2008-02-03,Sunday/Holiday,416661,216443,633104
2008-02-04,Weekday,1004041,608975,1613016
2008-02-05,Weekday,1058756,632513,1691269
2008-02-06,Weekday,925504,609115,1534619
2008-02-07,Weekday,1028104,633781,1661885
2008-02-08,Weekday,1031968,622837,1654805
2008-02-09,Saturday,627412,319751,947163
2008-02-10,Sunday/Holiday,300232,176228,476460
2008-02-11,Weekday,818840,559672,1378512
2008-02-12,Weekday,819820,553554,1373374
2008-02-13,Weekday,1039517,630232,1669749
2008-02-14,Weekday,1074632,640598,1715230
2008-02-15,Weekday,1036232,618258,1654490
2008-02-16,Saturday,649814,336935,986749
2008-02-17,Sunday/Holiday,411858,218846,630704
2008-02-18,Weekday,715974,456610,1172584
2008-02-19,Weekday,967658,595964,1563622
2008-02-20,Weekday,961552,601847,1563399
2008-02-21,Weekday,1001382,615384,1616766
2008-02-22,Weekday,1021900,610589,1632489
2008-02-23,Saturday,648822,325327,974149
2008-02-24,Sunday/Holiday,439134,222548,661682
2008-02-25,Weekday,1003187,602866,1606053
2008-02-26,Weekday,970886,605240,1576126
2008-02-27,Weekday,1019462,617002,1636464
2008-02-28,Weekday,1028392,620602,1648994
2008-02-29,Weekday,1049773,618230,1668003
2008-03-01,Saturday,668866,322061,990927
2008-03-02,Sunday/Holiday,465660,229531,695191
2008-03-03,Weekday,890785,556767,1447552
2008-03-04,Weekday,1053813,619343,1673156
2008-03-05,Weekday,1059027,620660,1679687
2008-03-06,Weekday,1055418,624362,1679780
2008-03-07,Weekday,1031200,604635,1635835
2008-03-08,Saturday,590236,294749,884985
2008-03-09,Sunday/Holiday,415621,215690,631311
2008-03-10,Weekday,1024901,606737,1631638
2008-03-11,Weekday,1062865,633917,1696782
2008-03-12,Weekday,1068268,640051,1708319
2008-03-13,Weekday,1070019,642018,1712037
2008-03-14,Weekday,1077635,647279,1724914
2008-03-15,Saturday,645518,407380,1052898
2008-03-16,Sunday/Holiday,447363,243823,691186
2008-03-17,Weekday,897500,584885,1482385
2008-03-18,Weekday,909978,593247,1503225
2008-03-19,Weekday,945983,608639,1554622
2008-03-20,Weekday,955273,600735,1556008
2008-03-21,Weekday,767583,493573,1261156
2008-03-22,Saturday,589688,288852,878540
2008-03-23,Sunday/Holiday,401640,192284,593924
2008-03-24,Weekday,1001268,570762,1572030
2008-03-25,Weekday,1036465,596853,1633318
2008-03-26,Weekday,1050176,603440,1653616
2008-03-27,Weekday,986130,588572,1574702
2008-03-28,Weekday,1053516,604448,1657964
2008-03-29,Saturday,688035,319080,1007115
2008-03-30,Sunday/Holiday,442777,233663,676440
2008-03-31,Weekday,1008940,622143,1631083
2008-04-01,Weekday,1114418,637976,1752394
2008-04-02,Weekday,1118495,661969,1780464
2008-04-03,Weekday,1112511,663802,1776313
2008-04-04,Weekday,1115690,653351,1769041
2008-04-05,Saturday,765299,356215,1121514
2008-04-06,Sunday/Holiday,523895,249096,772991
2008-04-07,Weekday,1084375,638419,1722794
2008-04-08,Weekday,1063269,628618,1691887
2008-04-09,Weekday,1092341,646940,1739281
2008-04-10,Weekday,994944,620427,1615371
2008-04-11,Weekday,999556,629067,1628623
2008-04-12,Saturday,664161,302616,966777
2008-04-13,Sunday/Holiday,479293,216008,695301
2008-04-14,Weekday,1088485,635754,1724239
2008-04-15,Weekday,1127401,649135,1776536
2008-04-16,Weekday,1064026,661463,1725489
2008-04-17,Weekday,1091387,665873,1757260
2008-04-18,Weekday,1097367,652105,1749472
2008-04-19,Saturday,686540,340662,1027202
2008-04-20,Sunday/Holiday,519280,266945,786225
2008-04-21,Weekday,1088521,651232,1739753
2008-04-22,Weekday,1085729,671423,1757152
2008-04-23,Weekday,1055157,650232,1705389
2008-04-24,Weekday,1021163,649514,1670677
2008-04-25,Weekday,1054844,629468,1684312
2008-04-26,Saturday,698927,319314,1018241
2008-04-27,Sunday/Holiday,481571,225896,707467
2008-04-28,Weekday,1009567,606882,1616449
2008-04-29,Weekday,1091930,652034,1743964
2008-04-30,Weekday,1104713,662503,1767216
2008-05-01,Weekday,1129443,680679,1810122
2008-05-02,Weekday,1082350,641332,1723682
2008-05-03,Saturday,716121,344446,1060567
2008-05-04,Sunday/Holiday,536640,245821,782461
2008-05-05,Weekday,1111775,633266,1745041
2008-05-06,Weekday,1122716,651484,1774200
2008-05-07,Weekday,1045666,631068,1676734
2008-05-08,Weekday,1112033,655364,1767397
2008-05-09,Weekday,1117011,659889,1776900
2008-05-10,Saturday,742741,326525,1069266
2008-05-11,Sunday/Holiday,409987,193452,603439
2008-05-12,Weekday,1070403,630574,1700977
2008-05-13,Weekday,1092576,652724,1745300
2008-05-14,Weekday,1083589,650904,1734493
2008-05-15,Weekday,1092014,662730,1754744
2008-05-16,Weekday,1110816,668057,1778873
2008-05-17,Saturday,749048,350884,1099932
2008-05-18,Sunday/Holiday,518114,248679,766793
2008-05-19,Weekday,1076847,614865,1691712
2008-05-20,Weekday,1085719,634661,1720380
2008-05-21,Weekday,1108988,647342,1756330
2008-05-22,Weekday,1097500,649513,1747013
2008-05-23,Weekday,1074370,622769,1697139
2008-05-24,Saturday,692374,371905,1064279
2008-05-25,Sunday/Holiday,502997,284612,787609
2008-05-26,Sunday/Holiday,460848,274870,735718
2008-05-27,Weekday,1026141,626634,1652775
2008-05-28,Weekday,1105899,647402,1753301
2008-05-29,Weekday,1090598,653634,1744232
2008-05-30,Weekday,1079526,637842,1717368
2008-05-31,Saturday,788945,374327,1163272
2008-06-01,Sunday/Holiday,566162,279274,845436
2008-06-02,Weekday,1098574,638006,1736580
2008-06-03,Weekday,1073873,643040,1716913
